GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,8.1,8.1 [7.3-9.1]
TAXBEV_EXCISE_TYPE,Type of excise tax applied on beverage,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,BEVERAGETYPE,BEVERAGETYPE_ALCOHOLIC,Alcoholic,62344.04821834804,Volume-based specific
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,34.12333,34
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,8.42356,8.4 [5.7-11.7]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,7.60014,7.6 [4.7-11.2]
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1984-01-01,1984,1984,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.3,2.3 [2.0-2.7]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00201,0
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,,,,2.2059,2.2 [2.1-2.3]
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score),2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,. . .
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,6.62978,6.63 [5.4 - 7.28]
MORT_100,Number of deaths,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8926.53848,8926.5
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,1.0,1 [0 - 4]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,14.11388,14.1 [10.9-17.6]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8.62362,8.6 [6.5-11.2]
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,11.96777,12.0 [8.6-15.9]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,7.9,7.9 [6.5-9.5]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,3.3,3.3 [2.9-3.7]
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,5.75661,5.76 [3.07 - 8.68]
AIR_11,Household air pollution attributable deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,22035.067,22 035 [18 334-25 499]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05062,0.1
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,28.4,28.4 [25.5-31.6]
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,22.95441,22.95 [22.22-237.80]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5.08945,5.1 [2.1-9.8]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,4.4,4.4 [3.7-5.2]
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,11.9,11.9 [5-22.9]
MORT_100,Number of deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,219.2816,219.3
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,3.35717,3.36 [1.56 - 5.77]
NCD_DTH_TOT,Total NCD Deaths (in thousands),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,38950.17,38950 [26589-57754]
MORT_200,Deaths per 1 000 live births,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.97976,1
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,79.92849,79.9 [77.5 - 82.4]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00017,0
MORT_200,Deaths per 1 000 live births,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,6.84054,6.8
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,12.74696,12.7 [10.2-15.6]
NCD_PAC_ADO,Insufficiently active (crude estimate),2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,85.16694,85.2 [82.5-87.5]
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.64897,4.6 [2.1 - 7.5]
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,12.826,13 [4-23]
MORT_100,Number of deaths,2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8995.73064,8995.7
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,43.9,43.9 [22.2 - 67.6]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11779.0,11 779 [9165-14 659]
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1250.0,1250 [907-1660]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13.08723,13.1 [10.3-16.1]
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10.956,11 [4-20]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.122,0.1
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0.12]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,45.904,46 [39-52]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,13.0,13.0 [12.0-14.1]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,34.378,34 [30-38]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.15181,0.15 [0.01 - 0.53]
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.8625,9.9 [8.0-12.0]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.6,3.6 [3.1-4.2]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.1055,0.11 [0 - 0.42]
SDGSUICIDE,Crude suicide rates (per 100 000 population),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.39,3.4 [2.7-4.2]
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4828.483,4828 [4214-5431]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3082.0,3082 [2467-3820]
TB_1,Tuberculosis treatment coverage,2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,,,,45.0,45 [23-130]
MORT_200,Deaths per 1 000 live births,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.18466,2.2
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,3030.0,3030 [1850-4380]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5994.604,5995 [3498-10350]
AIR_41,Ambient air pollution attributable deaths,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,218.492,218 [45-530]
MORT_100,Number of deaths,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,17997.19445,17 997
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,23007.83,23008 [16402-31387]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1964-01-01,1964,1964,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,169.95598,170.0 [157.6-183.0]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.69089,2.7 [1.4-4.6]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.03917,0.04 [0 - 0.31]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,6.9,6.9 [6.1-7.9]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1978-01-01,1978,1978,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,1.21,1.21
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,8665168.0,8 665 168
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.01879,4.0 [1.0-9.6]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1959-01-01,1959,1959,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,214.05744,214.1 [194.9-235.5]
MH_12,Age-standardized suicide rates (per 100 000 population),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,19.5586,19.6 [14.7-25.4]
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,9698529.0,9 698 529
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4.46569,4.5 [2.4-7.6]
AIR_7,Ambient air pollution attributable DALYs,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,18001.5,18 002 [6607-31 472]
W-MM_Group,Anti-tobacco mass media campaigns,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00341,0
P8_pub_transp,National smoking ban in PUBLIC TRANSPORT,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,56.6,56.6 [50.9-62.1]
O_Varen_sold,Varenicline - legally sold,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
W10_graphic_B,Do the health warnings on other smoked tobacco packaging include a photograph or graphic?,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
NUT_BF_EBF,Exclusive breastfeeding under six months,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,Higher education,50.3,50.3 [29.9-70.5]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0.13]
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
AIR_60,Household and ambient air pollution attributable DALYs,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4764.473,4764 [3923-5528]
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,,,,48.73,48.73
MORT_200,Deaths per 1 000 live births,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.9498,2.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,12.12065,12.1 [10.4-13.9]
AIR_41,Ambient air pollution attributable deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,29.337,29 [11-56]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.5,1.5 [0.3 - 4.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02127,0
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.0,1.0 [0.9-1.2]
MORT_100,Number of deaths,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2986.72159,2987
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,16.6,16.6 [12.8-21.4]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,15.5,15.5 [12.7-18.8]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1598.112,1598 [1258-1858]
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No PC required
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,14.73826,14.7 [11.3-18.8]
NUT_BF_CBF,Continued breastfeeding 12-23 months,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,69.9,69.9 [63.5-75.6]
MORT_200,Deaths per 1 000 live births,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00396,0
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,29.42614,29.4 [27.3 - 31.6]
TB_1,Tuberculosis treatment coverage,2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,,,,45.0,45 [21-150]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.59378,2.6 [0.8-6.0]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,5.8,5.8 [5.0-6.7]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,9.8,9.8 [9.2-10.5]
AIR_35,Joint effects of air pollution attributable deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4511.91,4512 [3494-5354]
MORT_100,Number of deaths,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.0,0
AIR_11,Household air pollution attributable deaths,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1696.727,1697 [1357-2057]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1991-01-01,1991,1991,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,1.08808,1.09 [0.15 - 3.09]
NTD_8,Number of people who received treatment with antibiotics for trachoma,2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No data
RSUD_580,Prevention programmes for alcohol,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDPREVENTIONPROGRAMME,RSUDPREVENTIONPROGRAMME_ADS_IN_PUBLIC,Advertisements in public places (posters etc.),62344.04821834804,Yes
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1977-01-01,1977,1977,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,122.23493,122.2 [114.5-130.6]
WHOSIS_000015,Life expectancy at age 60 (years),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,18.72555,18.7 [18.2-19.4]
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.38035,2.4 [1.5-3.5]
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,5019389.0,5 019 389
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.01809,0
MORT_200,Deaths per 1 000 live births,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.89374,1.9
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,95.0,95
AIR_7,Ambient air pollution attributable DALYs,2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,132188.709,132 189 [68 454-213 251]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,9.0,9.0 [7.8-10.4]
MORT_100,Number of deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7936.84048,7937
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0036,0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,14.7,14.7 [12.4-17.3]
